Date,y,x,c,y_1,x_1,c_1
2020-02-07,75.26184862897698,20.17893065033177,21.646881334300016,64.0896799211105,19.437723542204104,14.693113348836405
2020-02-08,72.2083069544784,18.62710610485467,16.671443395412254,75.26184862897698,20.17893065033177,21.646881334300016
2020-02-09,69.82988082517367,16.73479042327861,13.626297707050128,72.2083069544784,18.62710610485467,16.671443395412254
2020-02-10,73.50642559233883,19.546900763997975,18.373138384175217,69.82988082517367,16.73479042327861,13.626297707050128
2020-02-11,75.69736742589824,22.890348265776357,21.215676573570192,73.50642559233883,19.546900763997975,18.373138384175217
2020-02-12,74.65232700302157,21.851312403129175,20.16959535129267,75.69736742589824,22.890348265776357,21.215676573570192
2020-02-13,77.247143475723135,20.770693284099984,19.622333005437937,74.65232700302157,21.851312403129175,20.16959535129267
2020-02-14,84.2794571846522,19.726902020742475,21.432412318523262,77.247143475723135,20.770693284099984,19.622333005437937
2020-02-15,88.0444549257855,23.02531896235486,23.84383682502464,84.2794571846522,19.726902020742475,21.432412318523262
2020-02-16,77.65704751508916,23.972329180100836,18.365328976430703,88.0444549257855,23.02531896235486,23.84383682502464
2020-02-17,77.43549387282748,25.12652359508855,22.09960862803153,77.65704751508916,23.972329180100836,18.365328976430703
2020-02-18,77.80097844305521,23.956627930139078,21.4880998749513,77.43549387282748,25.12652359508855,22.09960862803153
2020-02-19,77.20790112169358,22.59086890410614,19.985254925650636,77.80097844305521,23.956627930139078,21.4880998749513
2020-02-20,82.96607928345504,22.412676409610214,22.82157576152232,77.20790112169358,22.59086890410614,19.985254925650636
2020-02-21,90.69056347032742,21.795187663238174,23.512185724050855,82.96607928345504,22.412676409610214,22.82157576152232
2020-02-22,100.31735442812383,18.214047782182156,24.613681492593663,90.69056347032742,21.795187663238174,23.512185724050855
2020-02-23,92.95784930040993,23.918554586204003,21.655786872790806,100.31735442812383,18.214047782182156,24.613681492593663
2020-02-24,95.67724702035098,19.397929398361835,22.563467796145936,92.95784930040993,23.918554586204003,21.655786872790806
2020-02-25,92.043508177356,21.82838496728811,21.94299651662237,95.67724702035098,19.397929398361835,22.563467796145936
2020-02-26,89.45631960036063,18.150582332982474,19.815004895887302,92.043508177356,21.82838496728811,21.94299651662237
2020-02-27,102.75602398581731,17.076589952913658,23.836794942674715,89.45631960036063,18.150582332982474,19.815004895887302
2020-02-28,105.80893112373197,16.953121827418773,22.280029632082204,102.75602398581731,17.076589952913658,23.836794942674715
2020-02-29,107.67329410079662,15.798518296770608,21.017736834359894,105.80893112373197,16.953121827418773,22.280029632082204
2020-03-01,106.6840971404077,17.7425323783781,21.69168487444233,107.67329410079662,15.798518296770608,21.017736834359894
2020-03-02,107.5426238268707,16.972331455645406,21.717315319927057,106.6840971404077,17.7425323783781,21.69168487444233
2020-03-03,97.82153792949677,18.836922860899257,19.280504799797153,107.5426238268707,16.972331455645406,21.717315319927057
2020-03-04,85.98163530113392,23.929538752632705,19.521341714652117,97.82153792949677,18.836922860899257,19.280504799797153
2020-03-05,91.44536402738709,23.614076614491122,25.588857913830452,85.98163530113392,23.929538752632705,19.521341714652117
2020-03-06,96.0870765339872,18.02452981246105,22.632105839922076,91.44536402738709,23.614076614491122,25.588857913830452
2020-03-07,92.5239572379357,20.080471679920834,20.653568830900394,96.0870765339872,18.02452981246105,22.632105839922076
2020-03-08,92.70425408499516,20.2072310166084,21.96879696482509,92.5239572379357,20.080471679920834,20.653568830900394
2020-03-09,86.37133722140271,24.447024027025503,21.882136723102118,92.70425408499516,20.2072310166084,21.96879696482509
2020-03-10,77.78231177971293,23.353055900709904,19.73739056316495,86.37133722140271,24.447024027025503,21.882136723102118
2020-03-11,72.4123321656864,21.098590294270764,17.44765347558225,77.78231177971293,23.353055900709904,19.73739056316495
2020-03-12,80.69874565404119,17.72632295593504,20.619568316390342,72.4123321656864,21.098590294270764,17.44765347558225
2020-03-13,85.34624696570941,18.967786289447155,20.575529690537373,80.69874565404119,17.72632295593504,20.619568316390342
2020-03-14,82.03889277034888,22.144748667341474,21.366102417356657,85.34624696570941,18.967786289447155,20.575529690537373
2020-03-15,80.36193226955525,19.07325987557155,20.031629141783334,82.03889277034888,22.144748667341474,21.366102417356657
2020-03-16,75.60330676658938,17.825386554527185,16.32158369754286,80.36193226955525,19.07325987557155,20.031629141783334
2020-03-17,71.16461583690187,21.11415817636054,18.31529206739435,75.60330676658938,17.825386554527185,16.32158369754286
2020-03-18,78.25406555716695,22.607043252042786,24.503138040239,71.16461583690187,21.11415817636054,18.31529206739435
2020-03-19,72.28717470549286,20.656080094774946,18.982948161965886,78.25406555716695,22.607043252042786,24.503138040239
2020-03-20,68.3553006025122,19.237932963603065,17.289380265729463,72.28717470549286,20.656080094774946,18.982948161965886
2020-03-21,63.54318260340386,19.011130245062564,15.657183138562988,68.3553006025122,19.237932963603065,17.289380265729463
2020-03-22,58.183392847010715,21.979142739326946,17.012132464712323,63.54318260340386,19.011130245062564,15.657183138562988
2020-03-23,66.58521641742621,21.120656939819177,21.595091838644567,58.183392847010715,21.979142739326946,17.012132464712323
2020-03-24,68.62716117505285,21.138701348174536,20.454718113332223,66.58521641742621,21.120656939819177,21.595091838644567
2020-03-25,61.40642022977082,24.21728445670931,19.65588350938497,68.62716117505285,21.138701348174536,20.454718113332223
2020-03-26,51.06779612434878,24.05260950767486,16.946483953400758,61.40642022977082,24.21728445670931,19.65588350938497
2020-03-27,47.01191765429569,24.747698802240134,18.61918212176177,51.06779612434878,24.05260950767486,16.946483953400758
2020-03-28,47.84663302650429,26.22077471702414,21.624651318079597,47.01191765429569,24.747698802240134,18.61918212176177
2020-03-29,58.01396748656186,22.410995771462872,25.86632181345778,47.84663302650429,26.22077471702414,21.624651318079597
2020-03-30,67.54774381811737,20.977005943639295,25.87291114809983,58.01396748656186,22.410995771462872,25.86632181345778
2020-03-31,64.94932731895355,20.862383536643456,20.99102423108184,67.54774381811737,20.977005943639295,25.87291114809983
2020-04-01,60.9843943878744,21.452197027956352,19.37047915489797,64.94932731895355,20.862383536643456,20.99102423108184
2020-04-02,60.820163051552115,19.604543271765117,21.043551492310993,60.9843943878744,21.452197027956352,19.37047915489797
2020-04-03,61.32222513196176,20.309724844722194,20.4993224568199,60.820163051552115,19.604543271765117,21.043551492310993
2020-04-04,62.02404837776684,18.570310590341467,20.865318494622887,61.32222513196176,20.309724844722194,20.4993224568199
2020-04-05,58.30614167073386,20.07557714221574,17.49826996090283,62.02404837776684,18.570310590341467,20.865318494622887
2020-04-06,60.730182595998585,17.919790491435336,17.79538520263727,58.30614167073386,20.07557714221574,17.49826996090283
2020-04-07,58.771778682665435,18.44033813372697,16.826189728861827,60.730182595998585,17.919790491435336,17.79538520263727
2020-04-08,51.85870989074047,22.331782162181398,16.336776223954054,58.771778682665435,18.44033813372697,16.826189728861827
2020-04-09,51.36396159008205,20.396184427108437,16.560877496342865,51.85870989074047,22.331782162181398,16.336776223954054
2020-04-10,54.003281513176645,18.638609245736443,17.35293883830308,51.36396159008205,20.396184427108437,16.560877496342865
2020-04-11,57.28585661941478,20.628328872581243,18.663795624800105,54.003281513176645,18.638609245736443,17.35293883830308
2020-04-12,73.008139143500415,13.616910550412932,20.74833265666433,57.28585661941478,20.628328872581243,18.663795624800105
2020-04-13,75.29742498704704,17.036502328701747,19.235603505601503,73.008139143500415,13.616910550412932,20.74833265666433
2020-04-14,67.95682711060627,18.980578792603897,17.701472222678476,75.29742498704704,17.036502328701747,19.235603505601503
2020-04-15,63.18006017117818,24.73258581112232,22.4645966761239,67.95682711060627,18.980578792603897,17.701472222678476
2020-04-16,68.84367424649295,21.112129147510707,23.454651184305916,63.18006017117818,24.73258581112232,22.4645966761239
2020-04-17,75.40827488234562,18.762243049396,23.285520303623596,68.84367424649295,21.112129147510707,23.454651184305916
2020-04-18,78.40293884377735,24.491504686665344,25.4440101363185,75.40827488234562,18.762243049396,23.285520303623596
2020-04-19,66.89614616873128,23.06693344456671,20.535707614099028,78.40293884377735,24.491504686665344,25.4440101363185
2020-04-20,72.51509040924977,21.52035004325169,24.849149193807346,66.89614616873128,23.06693344456671,20.535707614099028
2020-04-21,77.28150011376397,21.905214476108448,25.166998656685394,72.51509040924977,21.52035004325169,24.849149193807346
2020-04-22,78.65637693749746,19.952225699938065,23.270023653781337,77.28150011376397,21.905214476108448,25.166998656685394
2020-04-23,87.15230876684204,17.268161986045328,23.03106281954596,78.65637693749746,19.952225699938065,23.270023653781337
2020-04-24,85.97001837032934,20.357986143856188,21.652695044931352,87.15230876684204,17.268161986045328,23.03106281954596
2020-04-25,84.44021238851761,20.37802295447694,20.578533519170332,85.97001837032934,20.357986143856188,21.652695044931352
2020-04-26,75.3425944812701,19.967825013608486,16.764701370853714,84.44021238851761,20.37802295447694,20.578533519170332
2020-04-27,83.13761869311341,17.041862503325305,20.042832060078446,75.3425944812701,19.967825013608486,16.764701370853714
2020-04-28,98.35393225681726,16.741878466372597,24.811796777991788,83.13761869311341,17.041862503325305,20.042832060078446
2020-04-29,106.35847660450702,19.44957539779586,27.078772777657804,98.35393225681726,16.741878466372597,24.811796777991788
2020-04-30,104.10918005185917,17.59687785518072,23.919058046479883,106.35847660450702,19.44957539779586,27.078772777657804
2020-05-01,96.19890083335528,19.91543671046542,21.71830695395009,104.10918005185917,17.59687785518072,23.919058046479883
2020-05-02,85.79268050748486,22.735257954693317,21.266105538385123,96.19890083335528,19.91543671046542,21.71830695395009
2020-05-03,82.28384015884367,23.485811067604022,23.195426073258183,85.79268050748486,22.735257954693317,21.266105538385123
2020-05-04,91.38803623646622,18.771732886614608,24.901053627048476,82.28384015884367,23.485811067604022,23.195426073258183
2020-05-05,91.95702076174256,19.66975045074221,23.36271766961385,91.38803623646622,18.771732886614608,24.901053627048476
2020-05-06,94.48681235602889,19.85704669460935,24.17296183262805,91.95702076174256,19.66975045074221,23.36271766961385
2020-05-07,89.13322547864776,21.952079713702588,22.025937488596252,94.48681235602889,19.85704669460935,24.17296183262805
2020-05-08,82.17811542091582,21.832937973291244,22.125909424893614,89.13322547864776,21.952079713702588,22.025937488596252
2020-05-09,87.30945313029376,17.99073046844313,23.714126379778158,82.17811542091582,21.832937973291244,22.125909424893614
2020-05-10,104.97845985392439,18.238770655843307,29.995397228395817,87.30945313029376,17.99073046844313,23.714126379778158
2020-05-11,98.36428021231245,21.63985536532347,24.87694513948816,104.97845985392439,18.238770655843307,29.995397228395817
2020-05-12,84.91347721454935,22.910047332575612,20.94444975020151,98.36428021231245,21.63985536532347,24.87694513948816
2020-05-13,72.26727771235912,25.548360559128803,21.46908177279178,84.91347721454935,22.910047332575612,20.94444975020151
2020-05-14,69.86359201928465,20.58119538445352,19.827088048540887,72.26727771235912,25.548360559128803,21.46908177279178
2020-05-15,76.48430149912234,18.790766231351387,21.3340803203805,69.86359201928465,20.58119538445352,19.827088048540887
2020-05-16,81.72982783805983,18.558358197827534,21.430094777868057,76.48430149912234,18.790766231351387,21.3340803203805
2020-05-17,86.08319859146201,21.504857920297212,23.65808663524379,81.72982783805983,18.558358197827534,21.430094777868057
2020-05-18,80.3403276320467,20.98082878933346,19.682917856949366,86.08319859146201,21.504857920297212,23.65808663524379
2020-05-19,68.08496159349303,23.80637737668558,17.145710803838476,80.3403276320467,20.98082878933346,19.682917856949366
2020-05-20,69.86185855304781,23.15549561391572,22.07805531978442,68.08496159349303,23.80637737668558,17.145710803838476
2020-05-21,73.61322751051964,21.896277834576612,21.542782022590444,69.86185855304781,23.15549561391572,22.07805531978442
2020-05-22,67.49297947299803,25.039409289128002,18.708818078087745,73.61322751051964,21.896277834576612,21.542782022590444
2020-05-23,61.659329100545996,23.678877365898426,16.95338093702077,67.49297947299803,25.039409289128002,18.708818078087745
2020-05-24,59.49977641995321,23.38651656449011,17.24157979405763,61.659329100545996,23.678877365898426,16.95338093702077
2020-05-25,67.47079137487877,21.755890626413056,19.941101728060886,59.49977641995321,23.38651656449011,17.24157979405763
2020-05-26,71.78797588952571,20.508893136951958,18.79152720278541,67.47079137487877,21.755890626413056,19.941101728060886
2020-05-27,87.47260856707025,18.64216317982928,22.396222838916025,71.78797588952571,20.508893136951958,18.79152720278541
2020-05-28,94.88150976278779,16.454822076325495,21.743364584702217,87.47260856707025,18.64216317982928,22.396222838916025
2020-05-29,95.59573576752456,17.729105926091744,21.309685052923115,94.88150976278779,16.454822076325495,21.743364584702217
2020-05-30,95.3623728350028,18.925639611539477,20.62013935826095,95.59573576752456,17.729105926091744,21.309685052923115
2020-05-31,83.95595509645126,23.54951987893247,19.64466654482034,95.3623728350028,18.925639611539477,20.62013935826095
2020-06-01,76.6078499005904,24.40976908550012,19.447391301171614,83.95595509645126,23.54951987893247,19.64466654482034
2020-06-02,79.0641392509662,21.40814860155683,22.30966036984629,76.6078499005904,24.40976908550012,19.447391301171614
2020-06-03,73.66113277635603,22.79210257025783,18.161262854483073,79.0641392509662,21.40814860155683,22.30966036984629
2020-06-04,82.6282588544246,18.969159028191317,21.510720284543023,73.66113277635603,22.79210257025783,18.161262854483073
2020-06-05,82.4655724661757,19.75247484975761,19.971206439817056,82.6282588544246,18.969159028191317,21.510720284543023
2020-06-06,83.00551656936275,20.931125971412563,21.62849433937354,82.4655724661757,19.75247484975761,19.971206439817056
2020-06-07,87.8152792971692,16.67008722413754,20.683628413075738,83.00551656936275,20.931125971412563,21.62849433937354
2020-06-08,76.61429087348374,21.002014815081548,17.3324850676323,87.8152792971692,16.67008722413754,20.683628413075738
2020-06-09,76.94593461220158,18.963039578625306,19.44194629767424,76.61429087348374,21.002014815081548,17.3324850676323
2020-06-10,82.26439972391069,15.433216048350967,18.29345696102865,76.94593461220158,18.963039578625306,19.44194629767424
2020-06-11,95.55146756081429,14.937849588846806,21.660946218599136,82.26439972391069,15.433216048350967,18.29345696102865
2020-06-12,98.68232965090827,13.062182185554423,18.97960578517555,95.55146756081429,14.937849588846806,21.660946218599136
2020-06-13,88.57880544008633,15.609749099710196,15.4922049762793,98.68232965090827,13.062182185554423,18.97960578517555
2020-06-14,77.54270780739583,19.651428566813387,15.836478068941181,88.57880544008633,15.609749099710196,15.4922049762793
2020-06-15,72.74830037275945,18.57003069056229,16.6391573426073,77.54270780739583,19.651428566813387,15.836478068941181
2020-06-16,72.19037667593831,16.54176850262339,16.472741529007443,72.74830037275945,18.57003069056229,16.6391573426073
2020-06-17,73.25133684994609,17.524967829930098,17.70511657984314,72.19037667593831,16.54176850262339,16.472741529007443
2020-06-18,71.58883064954532,18.77629055035785,17.521367775817964,73.25133684994609,17.524967829930098,17.70511657984314
2020-06-19,67.26795749275651,19.939469035628534,17.842236419199047,71.58883064954532,18.77629055035785,17.521367775817964
2020-06-20,66.98576319871707,20.97052679683547,19.65452936191921,67.26795749275651,19.939469035628534,17.842236419199047
2020-06-21,64.454621804285,19.937386634358813,17.225271755434132,66.98576319871707,20.97052679683547,19.65452936191921
2020-06-22,68.88821456034732,19.797783051215603,20.312444811684237,64.454621804285,19.937386634358813,17.225271755434132
2020-06-23,65.55385050678399,22.41010657005067,20.1505073826941,68.88821456034732,19.797783051215603,20.312444811684237
2020-06-24,61.85624792398287,24.73971854614759,19.98977379695282,65.55385050678399,22.41010657005067,20.1505073826941
2020-06-25,56.2490718786893,20.518705069542204,15.441721609072289,61.85624792398287,24.73971854614759,19.98977379695282
2020-06-26,58.38719521040712,21.357735180274485,17.04729210611631,56.2490718786893,20.518705069542204,15.441721609072289
2020-06-27,58.50532600289207,20.720406973569364,17.28118359211644,58.38719521040712,21.357735180274485,17.04729210611631
2020-06-28,60.7450455325194,23.31393342421673,20.53520194262156,58.50532600289207,20.720406973569364,17.28118359211644
2020-06-29,66.8598559182008,23.73702587325561,23.37757017850301,60.7450455325194,23.31393342421673,20.53520194262156
2020-06-30,67.7567193143875,24.275005394044438,24.441935323589437,66.8598559182008,23.73702587325561,23.37757017850301
2020-07-01,63.44363125160801,21.466077193740496,19.731469414525407,67.7567193143875,24.275005394044438,24.441935323589437
2020-07-02,56.62520691935602,23.06914965334781,18.085704089513648,63.44363125160801,21.466077193740496,19.731469414525407
2020-07-03,54.74459765325232,23.1202625551801,18.84267951411933,56.62520691935602,23.06914965334781,18.085704089513648
2020-07-04,59.26166261071629,18.721649898042507,17.05187492297558,54.74459765325232,23.1202625551801,18.84267951411933
2020-07-05,60.41687349773692,17.27661788595794,14.938586338616524,59.26166261071629,18.721649898042507,17.05187492297558
2020-07-06,61.87860106463697,21.709788006052346,19.23880705258041,60.41687349773692,17.27661788595794,14.938586338616524
2020-07-07,66.45145641116697,19.823948500123137,19.77180615614046,61.87860106463697,21.709788006052346,19.23880705258041
2020-07-08,67.56064473553968,22.853960216297235,21.259734298566176,66.45145641116697,19.823948500123137,19.77180615614046
2020-07-09,61.23401940211618,22.900402917869474,17.93972587242357,67.56064473553968,22.853960216297235,21.259734298566176
2020-07-10,65.45008476261317,19.055393098853873,18.208582781076913,61.23401940211618,22.900402917869474,17.93972587242357
2020-07-11,61.75273955940682,18.322486257108316,16.485299825414586,65.45008476261317,19.055393098853873,18.208582781076913
2020-07-12,68.52979882841166,16.260195040147714,16.388022110732912,61.75273955940682,18.322486257108316,16.485299825414586
2020-07-13,72.57781946034241,18.55547252505038,18.706544762104063,68.52979882841166,16.260195040147714,16.388022110732912
2020-07-14,81.67644986860574,11.362981441089497,17.530892814590896,72.57781946034241,18.55547252505038,18.706544762104063
2020-07-15,76.7261067462194,18.39025810464442,16.54403470467752,81.67644986860574,11.362981441089497,17.530892814590896
2020-07-16,67.69972006772191,19.84556504764715,15.351335887928093,76.7261067462194,18.39025810464442,16.54403470467752
2020-07-17,56.6045811270598,21.744665591734062,14.468650568062264,67.69972006772191,19.84556504764715,15.351335887928093
2020-07-18,55.288399611239086,20.375164072104994,15.304938651068735,56.6045811270598,21.744665591734062,14.468650568062264
2020-07-19,63.63071393877764,23.395961337785586,21.462280165272837,55.288399611239086,20.375164072104994,15.304938651068735
2020-07-20,64.37382960221959,22.1219595607031,19.265101028655923,63.63071393877764,23.395961337785586,21.462280165272837
2020-07-21,66.44942711462845,18.866083538265503,17.14342979700832,64.37382960221959,22.1219595607031,19.265101028655923
2020-07-22,63.579597122843154,19.257955020693483,15.428909177678317,66.44942711462845,18.866083538265503,17.14342979700832
2020-07-23,61.26875085232167,21.643097314930227,17.3776050648008,63.579597122843154,19.257955020693483,15.428909177678317
2020-07-24,64.63273306793243,17.587960054151,17.807776292604853,61.26875085232167,21.643097314930227,17.3776050648008
2020-07-25,70.04327038866252,18.634152383102112,19.467532280300812,64.63273306793243,17.587960054151,17.807776292604853
2020-07-26,73.39196583657031,17.536844961686292,19.10161532770493,70.04327038866252,18.634152383102112,19.467532280300812
2020-07-27,83.81708832072009,15.312714741438572,21.490971427353845,73.39196583657031,17.536844961686292,19.10161532770493
2020-07-28,83.20366240736686,22.34360359184423,22.35565841087019,83.81708832072009,15.312714741438572,21.490971427353845
2020-07-29,82.40962301146914,21.54599904878816,23.539272623155664,83.20366240736686,22.34360359184423,22.35565841087019
2020-07-30,81.69646471608017,21.92255906533685,22.314123471245182,82.40962301146914,21.54599904878816,23.539272623155664
2020-07-31,81.13914650994985,21.24167065357969,23.648852399601676,81.69646471608017,21.92255906533685,22.314123471245182
2020-08-01,86.99440969473679,17.085057777720625,21.65324912804992,81.13914650994985,21.24167065357969,23.648852399601676
2020-08-02,87.26782931395041,18.70585299384215,22.912708402570654,86.99440969473679,17.085057777720625,21.65324912804992
2020-08-03,79.87122828883793,22.36646845968311,21.103096294417504,87.26782931395041,18.70585299384215,22.912708402570654
2020-08-04,69.19991730291827,24.25872114101061,19.02764654479722,79.87122828883793,22.36646845968311,21.103096294417504
2020-08-05,61.63006307935047,20.973131567860847,16.785594292550314,69.19991730291827,24.25872114101061,19.02764654479722
2020-08-06,56.716825819373774,23.876058241398347,16.80761950687033,61.63006307935047,20.973131567860847,16.785594292550314
2020-08-07,50.56549912645651,25.29017615725583,16.729711279294488,56.716825819373774,23.876058241398347,16.80761950687033
2020-08-08,51.555586432760435,24.466537556271348,19.65300414842111,50.56549912645651,25.29017615725583,16.729711279294488
2020-08-09,51.35815415098016,25.957772141853102,19.710004131269624,51.555586432760435,24.466537556271348,19.65300414842111
2020-08-10,46.037378789816415,25.24842507536203,18.445525296730242,51.35815415098016,25.957772141853102,19.710004131269624
2020-08-11,45.91881655233208,23.802969515202726,17.214022139243387,46.037378789816415,25.24842507536203,18.445525296730242
2020-08-12,63.74224945613546,17.552475639999887,21.989479515882113,45.91881655233208,23.802969515202726,17.214022139243387
2020-08-13,70.66631557048844,20.315346345370692,20.46535224571676,63.74224945613546,17.552475639999887,21.989479515882113
